repository,number,title,author,createdAt,mergedAt,firstReviewedAt,firstApprovedAt
"microsoft/vscode",210969,"make sure hold a session-long reference to untitled documents","jrieken","2024-04-22T22:06:24Z","2024-04-22T22:32:10Z","2024-04-22T22:32:09Z","2024-04-22T22:32:09Z"
"microsoft/vscode",210971,"Run OSS tool","lramos15","2024-04-22T22:24:38Z","2024-04-22T22:40:44Z","2024-04-22T22:33:07Z","2024-04-22T22:33:07Z"
"microsoft/vscode",210972,"Quick Search - list current editor results first","andreamah","2024-04-22T22:25:09Z","2024-04-22T22:43:25Z","2024-04-22T22:31:38Z","2024-04-22T22:31:38Z"
"microsoft/vscode",210973,"Generate Cell behind an experiment.","rebornix","2024-04-22T22:30:39Z","2024-04-22T22:47:20Z","2024-04-22T22:33:50Z","2024-04-22T22:33:50Z"
"microsoft/vscode",210974,"Trace notebook file open perf mark","rebornix","2024-04-22T22:53:09Z","2024-04-22T23:12:22Z","2024-04-22T23:09:44Z","2024-04-22T23:09:44Z"
"microsoft/vscode",210976,"Add button to chat hover and make it disposable","roblourens","2024-04-22T23:24:50Z","2024-04-23T04:17:36Z","2024-04-23T00:11:17Z","2024-04-23T00:11:17Z"
"microsoft/vscode",210980,"inline chat should render outside edits with the new embedded diff rendering","jrieken","2024-04-22T23:49:57Z","2024-04-23T00:10:32Z","2024-04-23T00:10:31Z","2024-04-23T00:10:31Z"
"microsoft/vscode",210984,"Re-register TS sort/remove unused commands","mjbvz","2024-04-23T01:54:20Z","2024-04-23T03:16:38Z","2024-04-23T02:05:25Z","2024-04-23T03:16:26Z"
"microsoft/vscode",210986,"Editable chat code compare blocks","jrieken","2024-04-23T02:04:52Z","2024-04-23T03:00:12Z","2024-04-23T03:00:11Z","2024-04-23T03:00:11Z"
"microsoft/vscode",210988,"Fix config file diag text","mjbvz","2024-04-23T02:19:28Z","2024-04-23T03:15:13Z","2024-04-23T03:14:58Z","2024-04-23T03:14:58Z"
"microsoft/vscode",210989,"Small changes to documentPaste.d.ts documentation","mjbvz","2024-04-23T02:20:16Z","2024-04-23T03:16:17Z","2024-04-23T03:16:01Z","2024-04-23T03:16:01Z"
"microsoft/vscode",211006,"voice - allow for text to speech","bpasero","2024-04-23T04:44:16Z","2024-04-26T07:33:24Z","2024-04-26T07:33:22Z","2024-04-26T07:33:22Z"
"microsoft/vscode",211053,"[css/json] update services","aeschli","2024-04-23T09:01:32Z","2024-04-23T09:27:29Z","2024-04-23T09:09:39Z","2024-04-23T09:09:39Z"
"microsoft/vscode",211073,"reset code action state for lightbulb widget and auto triggers","justschen","2024-04-23T10:43:14Z","2024-04-23T10:59:32Z","2024-04-23T10:49:20Z","2024-04-23T10:49:20Z"
"microsoft/vscode",211086,"rename suggestions: cancel suggestions if caret is moved or user clicks on rename widget input box","ulugbekna","2024-04-23T12:21:45Z","2024-04-23T15:57:16Z","2024-04-23T15:57:15Z","2024-04-23T15:57:15Z"
"microsoft/vscode",211091,"Removing the increase/decrease hover verbosity level keybindings","aiday-mar","2024-04-23T13:02:09Z","2024-04-23T15:56:30Z","2024-04-23T15:56:28Z","2024-04-23T15:56:28Z"
"microsoft/vscode",211095,"Using workbench hover delegate to specify position of workbench hover","aiday-mar","2024-04-23T14:00:13Z","2024-04-23T15:56:48Z","2024-04-23T15:56:36Z","2024-04-23T15:56:36Z"
"microsoft/vscode",211117,"update distro pointer","isidorn","2024-04-23T15:59:57Z","2024-04-23T16:25:03Z","2024-04-23T16:05:09Z","2024-04-23T16:05:09Z"
"microsoft/vscode",211130,"fix https://github.com/microsoft/vscode-copilot/issues/5274","jrieken","2024-04-23T17:02:49Z","2024-04-23T17:19:41Z","2024-04-23T17:11:36Z","2024-04-23T17:11:36Z"
"microsoft/vscode",211135,"Make suggest script compatible with pwsh 5","Tyriar","2024-04-23T17:17:47Z","2024-04-23T17:35:21Z","2024-04-23T17:18:11Z","2024-04-23T17:18:11Z"
"microsoft/vscode",211138,"Fixes #210885","hediet","2024-04-23T17:28:17Z","2024-04-23T17:50:22Z","2024-04-23T17:36:07Z","2024-04-23T17:36:07Z"
"microsoft/vscode",211139,"Fixes #210836","hediet","2024-04-23T17:29:09Z","2024-04-23T17:47:53Z","2024-04-23T17:36:18Z","2024-04-23T17:36:18Z"
"microsoft/vscode",211140,"Fixes #210671","hediet","2024-04-23T17:29:43Z","2024-04-23T17:48:33Z","2024-04-23T17:36:27Z","2024-04-23T17:36:27Z"
"microsoft/vscode",211141,"Aux window monitor not restored when maximized (fix #211072)","bpasero","2024-04-23T17:35:49Z","2024-04-23T17:52:29Z","2024-04-23T17:48:34Z","2024-04-23T17:48:34Z"
"microsoft/vscode",211143,"Fixes #210459","hediet","2024-04-23T17:38:15Z","2024-04-24T09:50:09Z","2024-04-23T17:41:49Z","2024-04-24T09:50:07Z"
"microsoft/vscode",211146,"Small docs cleanups for documentPaste","mjbvz","2024-04-23T17:56:46Z","2024-04-23T18:13:07Z","2024-04-23T18:06:40Z","2024-04-23T18:06:40Z"
"microsoft/vscode",211149,"Dont include internal schemes in references/implementation results","mjbvz","2024-04-23T18:07:45Z","2024-05-03T05:41:22Z","2024-04-23T18:27:04Z","2024-05-02T18:36:58Z"
"microsoft/vscode",211152,"Fixes potential range out of bounds bug.","hediet","2024-04-23T18:16:16Z","2024-04-23T23:22:27Z","2024-04-23T23:22:25Z","2024-04-23T23:22:25Z"
"microsoft/vscode",211160,"fixes #211062","joaomoreno","2024-04-23T18:43:28Z","2024-04-23T20:06:31Z","2024-04-23T20:06:29Z","2024-04-23T20:06:29Z"
"microsoft/vscode",211167,"Git - fix view untracked changes command visibility","lszomoru","2024-04-23T18:51:37Z","2024-04-23T19:09:26Z","2024-04-23T19:04:23Z","2024-04-23T19:04:23Z"
"microsoft/vscode",211170,"Git - show notification when there are no staged changes/changes/untracked changes","lszomoru","2024-04-23T19:04:42Z","2024-04-23T19:21:02Z","2024-04-23T19:07:21Z","2024-04-23T19:07:21Z"
"microsoft/vscode",211171,"rename suggestions: new UI fixes","ulugbekna","2024-04-23T19:13:18Z","2024-04-23T20:00:29Z","2024-04-23T20:00:28Z","2024-04-23T20:00:28Z"
"microsoft/vscode",211179,"fix https://github.com/microsoft/vscode-copilot/issues/5231","jrieken","2024-04-23T21:14:52Z","2024-04-23T21:31:38Z","2024-04-23T21:26:25Z","2024-04-23T21:26:25Z"
"microsoft/vscode",211184,"api: update onDidChangeWindowState wording","connor4312","2024-04-23T22:49:27Z","2024-04-23T23:11:25Z","2024-04-23T23:11:24Z","2024-04-23T23:11:24Z"
"microsoft/vscode",211202,"Add /** */ to cpp/language-configurations.json","sean-mcmanus","2024-04-24T01:18:23Z","2024-05-15T09:10:15Z","2024-05-06T16:41:41Z","2024-05-06T16:41:41Z"
"microsoft/vscode",211205,"Handle model changes when updating nb outline","DonJayamanne","2024-04-24T02:11:59Z","2024-04-24T05:50:00Z","2024-04-24T02:27:11Z","2024-04-24T05:49:58Z"
"microsoft/vscode",211219,"Fix disposing context views","benibenj","2024-04-24T07:51:58Z","2024-04-24T08:08:35Z","2024-04-24T07:54:51Z","2024-04-24T07:54:51Z"
"microsoft/vscode",211231,"Scroll terminal to bottom when opening inline chat","Tyriar","2024-04-24T09:25:26Z","2024-04-24T09:42:28Z","2024-04-24T09:33:09Z","2024-04-24T09:33:09Z"
"microsoft/vscode",211232,"fixes #211228 and fixes #211227","benibenj","2024-04-24T09:33:08Z","2024-04-24T09:49:50Z","2024-04-24T09:36:50Z","2024-04-24T09:36:50Z"
"microsoft/vscode",211234,"Disable terminal find alt keybinding unless widget is visible","Tyriar","2024-04-24T09:35:32Z","2024-04-24T09:52:55Z","2024-04-24T09:38:06Z","2024-04-24T09:38:06Z"
"microsoft/vscode",211235,"Window.SystemColorTheme missing period at the end of setting description","aeschli","2024-04-24T09:36:44Z","2024-04-24T09:55:48Z","2024-04-24T09:42:18Z","2024-04-24T09:42:18Z"
"microsoft/vscode",211236,"Remove blank icon as option for terminal icon","Tyriar","2024-04-24T09:43:46Z","2024-04-24T10:24:40Z","2024-04-24T10:24:38Z","2024-04-24T10:24:38Z"
"microsoft/vscode",211237,"Making HoverContext fields readonly","aiday-mar","2024-04-24T10:04:07Z","2024-04-24T11:13:49Z","2024-04-24T11:13:47Z","2024-04-24T11:13:47Z"
"microsoft/vscode",211238,"Revert ""Fix disposing context views""","benibenj","2024-04-24T10:09:41Z","2024-04-24T10:26:40Z","2024-04-24T10:23:29Z","2024-04-24T10:23:29Z"
"microsoft/vscode",211244,"Fix custom labels with absolute pattern","benibenj","2024-04-24T11:11:58Z","2024-04-24T13:15:32Z","2024-04-24T12:02:06Z","2024-04-24T12:02:06Z"
"microsoft/vscode",211250,"SystemColorTheme set to matchColorTheme doesnt work","aeschli","2024-04-24T12:53:15Z","2024-04-24T13:09:43Z","2024-04-24T12:55:34Z","2024-04-24T12:55:34Z"
"microsoft/vscode",211252,"fix #208692","sandy081","2024-04-24T13:22:50Z","2024-04-24T13:39:32Z","2024-04-24T13:26:50Z","2024-04-24T13:26:50Z"
"microsoft/vscode",211253,"theming - track use of `window.systemColorTheme`","bpasero","2024-04-24T13:31:20Z","2024-04-24T13:50:15Z","2024-04-24T13:38:23Z","2024-04-24T13:38:23Z"
"microsoft/vscode",211255,"fix 207468","sandy081","2024-04-24T13:52:05Z","2024-04-24T14:19:37Z","2024-04-24T14:19:36Z","2024-04-24T14:19:36Z"
"microsoft/vscode",211258,"fix #207799","sandy081","2024-04-24T14:17:10Z","2024-04-24T14:34:29Z","2024-04-24T14:26:46Z","2024-04-24T14:26:46Z"
"microsoft/vscode",211260,"Fix rename suggestions UI inconsistencies","ulugbekna","2024-04-24T14:27:29Z","2024-04-24T14:48:03Z","2024-04-24T14:48:02Z","2024-04-24T14:48:02Z"
"microsoft/vscode",211263,"Polish custom editor label description","benibenj","2024-04-24T14:48:13Z","2024-04-24T15:07:53Z","2024-04-24T14:57:20Z","2024-04-24T14:57:20Z"
"microsoft/vscode",211265,"ignore window.systemColorTheme when window.autoDetectColorScheme is enabled","aeschli","2024-04-24T15:00:34Z","2024-04-24T15:21:48Z","2024-04-24T15:03:07Z","2024-04-24T15:03:07Z"
"microsoft/vscode",211269,"show only requests aggregated for all models","sandy081","2024-04-24T15:34:39Z","2024-04-24T16:53:13Z","2024-04-24T16:53:12Z","2024-04-24T16:53:12Z"
"microsoft/vscode",211273,"more generous minHeight when showing diffs/edits","jrieken","2024-04-24T16:43:06Z","2024-04-24T18:03:49Z","2024-04-24T16:59:39Z","2024-04-24T16:59:39Z"
"microsoft/vscode",211275,"tweak inline chat zone shadow","jrieken","2024-04-24T16:52:36Z","2024-04-24T17:09:48Z","2024-04-24T16:59:44Z","2024-04-24T16:59:44Z"
"microsoft/vscode",211276,"eng: fix selfhost test explorer not always working","connor4312","2024-04-24T16:56:29Z","2024-04-24T17:14:25Z","2024-04-24T17:00:18Z","2024-04-24T17:00:18Z"
"microsoft/vscode",211281,"Hide terminal suggest when completions are no longer valid","Tyriar","2024-04-24T17:19:41Z","2024-04-24T17:36:37Z","2024-04-24T17:25:42Z","2024-04-24T17:25:42Z"
"microsoft/vscode",211282,"chore: exclude error-telemetry issues","rzhao271","2024-04-24T17:21:33Z","2024-04-24T17:39:26Z","2024-04-24T17:25:30Z","2024-04-24T17:25:30Z"
"microsoft/vscode",211283,"Dont auto accept suggestion when theres only 1","Tyriar","2024-04-24T17:25:09Z","2024-04-24T18:03:35Z","2024-04-24T18:03:21Z","2024-04-24T18:03:21Z"
"microsoft/vscode",211284,"Complete left side of completion if it differs","Tyriar","2024-04-24T17:36:57Z","2024-04-24T18:30:55Z","2024-04-24T18:30:54Z","2024-04-24T18:30:54Z"
"microsoft/vscode",211285,"send inline chat variable as dedicated hidden variable","jrieken","2024-04-24T17:42:11Z","2024-04-24T18:00:45Z","2024-04-24T17:45:56Z","2024-04-24T17:45:56Z"
"microsoft/vscode",211287,"open folder settings in right click menu of explorer does not work (fix #176060)","bpasero","2024-04-24T18:31:28Z","2024-04-24T18:51:24Z","2024-04-24T18:51:23Z","2024-04-24T18:51:23Z"
"microsoft/vscode",211294,"debug: bump js-debug for 1.89","connor4312","2024-04-24T21:08:49Z","2024-04-24T21:26:26Z","2024-04-24T21:24:35Z","2024-04-24T21:24:35Z"
"microsoft/vscode",211295,"fix https://github.com/microsoft/vscode-copilot/issues/5342","jrieken","2024-04-24T21:24:02Z","2024-04-24T21:41:55Z","2024-04-24T21:25:57Z","2024-04-24T21:25:57Z"
"microsoft/vscode",211296,"Luciana is cool","TylerLeonhardt","2024-04-24T21:28:26Z","2024-04-24T23:55:08Z","2024-04-24T21:31:53Z","2024-04-24T21:31:53Z"
"microsoft/vscode",211300,"Fix broken chat layout after reloading window","roblourens","2024-04-24T22:39:15Z","2024-04-25T15:39:52Z","2024-04-24T22:52:45Z","2024-04-25T15:39:51Z"
"microsoft/vscode",211301,"Activate inline chat on empty code cell other than inserting new cell","rebornix","2024-04-24T23:09:46Z","2024-04-25T01:00:44Z","2024-04-25T01:00:43Z","2024-04-25T01:00:43Z"
"microsoft/vscode",211303,"Increase text contrast of slash command pills by dimming background slightly","daviddossett","2024-04-24T23:59:33Z","2024-04-25T05:57:38Z","2024-04-25T05:40:13Z","2024-04-25T05:40:13Z"
"microsoft/vscode",211316,"add overall requests count","sandy081","2024-04-25T07:33:45Z","2024-04-25T07:54:30Z","2024-04-25T07:36:43Z","2024-04-25T07:36:43Z"
"microsoft/vscode",211319,"fix #211148","sandy081","2024-04-25T08:44:19Z","2024-04-25T09:01:12Z","2024-04-25T08:51:09Z","2024-04-25T08:51:09Z"
"microsoft/vscode",211323,"telemetry for lightbulb and move to code actions","justschen","2024-04-25T09:22:35Z","2024-04-25T10:16:46Z","2024-04-25T09:58:48Z","2024-04-25T09:58:48Z"
"microsoft/vscode",211324,"fix #211297","sandy081","2024-04-25T09:36:24Z","2024-04-25T09:55:41Z","2024-04-25T09:40:35Z","2024-04-25T09:40:35Z"
"microsoft/vscode",211326,"fix #210999","sandy081","2024-04-25T09:42:45Z","2024-04-25T10:00:56Z","2024-04-25T09:48:06Z","2024-04-25T09:48:50Z"
"microsoft/vscode",211327,"TreeView `reveal` gets stuck if `onDidChangeTreeData` was fired with empty array","alexr00","2024-04-25T09:48:33Z","2024-04-25T10:05:25Z","2024-04-25T10:03:49Z","2024-04-25T10:03:49Z"
"microsoft/vscode",211328,"Fix wrong use of disposables","benibenj","2024-04-25T09:55:24Z","2024-04-25T10:22:25Z","2024-04-25T10:04:01Z","2024-04-25T10:04:01Z"
"microsoft/vscode",211329,"Cannot read properties of undefined (reading localeCompare)","aeschli","2024-04-25T09:58:52Z","2024-04-25T10:22:01Z","2024-04-25T10:04:12Z","2024-04-25T10:04:12Z"
"microsoft/vscode",211331,"Keep hover open when increase hover verbosity or decrease hover verbosity actions are triggered","aiday-mar","2024-04-25T10:13:59Z","2024-04-25T12:54:29Z","2024-04-25T10:59:27Z","2024-04-25T10:59:27Z"
"microsoft/vscode",211332,"fix #211216","sandy081","2024-04-25T10:15:00Z","2024-04-25T10:33:20Z","2024-04-25T10:28:31Z","2024-04-25T10:28:31Z"
"microsoft/vscode",211333,"Revert ""fix #210999 (#211326)""","sandy081","2024-04-25T10:19:02Z","2024-04-25T10:38:07Z","2024-04-25T10:29:51Z","2024-04-25T10:29:51Z"
"microsoft/vscode",211335,"Breakpoint with stackframe should use debugStackframeDot","aeschli","2024-04-25T10:50:43Z","2024-04-25T11:07:02Z","2024-04-25T11:00:09Z","2024-04-25T11:00:09Z"
"microsoft/vscode",211340,"fix #210119","sandy081","2024-04-25T11:08:16Z","2024-04-25T11:27:43Z","2024-04-25T11:27:42Z","2024-04-25T11:27:42Z"
"microsoft/vscode",211354,"Update shouldShowCustomTitleBar function to consider zenModeActive parameter","benibenj","2024-04-25T13:29:47Z","2024-04-29T16:21:02Z","2024-04-29T16:21:01Z","2024-04-29T16:21:01Z"
"microsoft/vscode",211356,"Pragmatic fix for diff decoration in split editors","alexr00","2024-04-25T13:36:38Z","2024-04-25T13:53:18Z","2024-04-25T13:39:03Z","2024-04-25T13:39:03Z"
"microsoft/vscode",211365,"rename suggestions extra telemetry","ulugbekna","2024-04-25T14:04:30Z","2024-04-25T14:20:58Z","2024-04-25T14:08:39Z","2024-04-25T14:08:39Z"
"microsoft/vscode",211371,"fix #211227","benibenj","2024-04-25T15:10:43Z","2024-04-25T15:27:18Z","2024-04-25T15:12:50Z","2024-04-25T15:12:50Z"
"microsoft/vscode",211373,"Update my-endgame notebook","rzhao271","2024-04-25T16:03:42Z","2024-04-25T16:20:49Z","2024-04-25T16:06:11Z","2024-04-25T16:06:11Z"
"microsoft/vscode",211379,"Cant disable ""An external application wants to open"" warnings (fix #207777)","bpasero","2024-04-25T18:05:29Z","2024-04-25T18:22:55Z","2024-04-25T18:07:28Z","2024-04-25T18:07:28Z"
"microsoft/vscode",211382,"refactor: support dynamic terminal prompt detection without regex on windows","cpendery","2024-04-25T18:24:32Z","2024-05-01T14:57:06Z","2024-04-26T12:26:07Z","2024-05-01T14:50:59Z"
"microsoft/vscode",211385,"Add verification steps needed to endgame notebook","lramos15","2024-04-25T18:56:27Z","2024-04-25T19:12:54Z","2024-04-25T18:59:46Z","2024-04-25T18:59:46Z"
"microsoft/vscode",211391,"Pick up latest Markdown language service","mjbvz","2024-04-25T20:11:35Z","2024-04-25T20:48:44Z","2024-04-25T20:48:43Z","2024-04-25T20:48:43Z"
"microsoft/vscode",211392,"chore: add CodeQL params to improve perf","rzhao271","2024-04-25T20:41:28Z","2024-04-26T17:31:54Z","2024-04-25T20:43:41Z","2024-04-25T20:43:41Z"
"microsoft/vscode",211395,"Add error message for chat loading","roblourens","2024-04-25T23:23:41Z","2024-04-25T23:40:28Z","2024-04-25T23:34:39Z","2024-04-25T23:34:39Z"
"microsoft/vscode",211396,"Exclude product.overrides from hygiene","mjbvz","2024-04-25T23:47:57Z","2024-04-26T01:18:09Z","2024-04-25T23:50:36Z","2024-04-25T23:50:36Z"
"microsoft/vscode",211398,"Bump version","lramos15","2024-04-26T00:09:33Z","2024-04-26T00:26:08Z","2024-04-26T00:18:50Z","2024-04-26T00:18:50Z"
"microsoft/vscode",211399,"Remove Identity Provider in Quick Pick Tree","TylerLeonhardt","2024-04-26T00:53:09Z","2024-05-02T14:41:36Z","2024-04-30T06:46:50Z","2024-05-02T14:37:11Z"
"microsoft/vscode",211407,"additional lightbulb telemetry for insiders","justschen","2024-04-26T03:58:35Z","2024-04-26T08:16:10Z","2024-04-26T07:25:31Z","2024-04-26T07:25:31Z"
"microsoft/vscode",211417,"Focus into Side Bar commands dont focus the sidebar if the sidebar wasnt already visible (fix #193737)","bpasero","2024-04-26T06:08:36Z","2024-04-26T07:33:49Z","2024-04-26T07:33:33Z","2024-04-26T07:33:33Z"
"microsoft/vscode",211419,"Exact matches are hard to find in outline (fix #187921)","bpasero","2024-04-26T06:16:49Z","2024-04-26T07:34:03Z","2024-04-26T07:33:49Z","2024-04-26T07:33:49Z"
"microsoft/vscode",211429,"Fix tree selection context and command args","alexr00","2024-04-26T08:41:40Z","2024-04-26T08:58:24Z","2024-04-26T08:51:36Z","2024-04-26T08:51:36Z"
"microsoft/vscode",211435,"Fix tree selection context and command args (#211429)","alexr00","2024-04-26T09:47:07Z","2024-04-26T10:07:28Z","2024-04-26T10:07:27Z","2024-04-26T10:07:27Z"
"microsoft/vscode",211436,"Middle-clicking nonexistent tab pastes text into the code editor (fix #201696)","bpasero","2024-04-26T09:59:55Z","2024-04-26T10:22:41Z","2024-04-26T10:22:40Z","2024-04-26T10:22:40Z"
"microsoft/vscode",211439,"Update grammars","alexr00","2024-04-26T10:45:34Z","2024-04-26T11:52:52Z","2024-04-26T11:52:51Z","2024-04-26T11:52:51Z"
"microsoft/vscode",211440,"Ensure titlebar is at least as tall as the bounding rect of WCO","a-stewart","2024-04-26T11:02:13Z","2024-07-05T12:42:19Z","2024-07-05T12:39:34Z","2024-07-05T12:39:34Z"
"microsoft/vscode",211448,"Add helpers for stripping escape sequences","Tyriar","2024-04-26T12:47:11Z","2024-04-26T13:32:56Z","2024-04-26T13:32:55Z","2024-04-26T13:32:55Z"
"microsoft/vscode",211449,"Remove canvas renderer","Tyriar","2024-04-26T12:54:58Z","2024-04-26T18:45:12Z","2024-04-26T13:46:04Z","2024-04-26T18:45:10Z"
"microsoft/vscode",211451,"Add missing registers","Tyriar","2024-04-26T13:04:17Z","2024-04-26T13:33:24Z","2024-04-26T13:33:11Z","2024-04-26T13:33:11Z"
"microsoft/vscode",211456,"Consolidate ansi functions into strings.ts","Tyriar","2024-04-26T14:22:52Z","2024-04-26T14:39:31Z","2024-04-26T14:37:33Z","2024-04-26T14:37:33Z"
"microsoft/vscode",211457,"Dataloss when renaming file two times (fix #211374)","bpasero","2024-04-26T14:25:53Z","2024-04-26T14:46:06Z","2024-04-26T14:29:14Z","2024-04-26T14:29:14Z"
"microsoft/vscode",211471,"fix task error telemetry reported bug","meganrogge","2024-04-26T16:34:17Z","2024-04-26T16:51:42Z","2024-04-26T16:44:22Z","2024-04-26T16:44:22Z"
"microsoft/vscode",211475,"rm audio cue, alert config, mentions of audio cue","meganrogge","2024-04-26T16:50:48Z","2024-04-26T17:08:04Z","2024-04-26T16:57:02Z","2024-04-26T16:57:02Z"
"microsoft/vscode",211476,"tweak accessibility signal settings wording to include audio cue, alert, and announcement descriptors","meganrogge","2024-04-26T17:13:17Z","2024-04-26T19:17:19Z","2024-04-26T18:22:28Z","2024-04-26T18:58:09Z"
"microsoft/vscode",211477,"Change method used for fetching pwsh completions","Tyriar","2024-04-26T17:13:41Z","2024-04-27T18:47:47Z","2024-04-26T20:52:09Z","2024-04-27T18:47:46Z"
"microsoft/vscode",211481,"Dont consider progressMessage to be part of the response content","roblourens","2024-04-26T19:43:06Z","2024-04-26T19:59:15Z","2024-04-26T19:45:24Z","2024-04-26T19:45:24Z"
"microsoft/vscode",211484,"Update TAS client","lramos15","2024-04-26T20:11:28Z","2024-04-26T20:38:14Z","2024-04-26T20:16:21Z","2024-04-26T20:16:21Z"
"microsoft/vscode",211487,"add `accessibility.signalOptions` config, migrate settings to it","meganrogge","2024-04-26T20:44:04Z","2024-04-26T21:09:49Z","2024-04-26T21:05:22Z","2024-04-26T21:05:22Z"
"microsoft/vscode",211490,"fix: clear chat completion disposables on next provider invocation","joyceerhl","2024-04-26T21:33:33Z","2024-04-26T22:07:26Z","2024-04-26T21:37:36Z","2024-04-26T21:37:36Z"
"microsoft/vscode",211492,"cli: warn when cli options are not applied","connor4312","2024-04-26T21:57:31Z","2024-04-26T22:23:02Z","2024-04-26T22:23:01Z","2024-04-26T22:23:01Z"
"microsoft/vscode",211495,"Add cancellable promise to Microsoft auth flows","TylerLeonhardt","2024-04-26T22:50:53Z","2024-04-26T23:06:58Z","2024-04-26T23:00:14Z","2024-04-26T23:00:14Z"
"microsoft/vscode",211496,"Remove Search Expand Recursively for FileMatch items in search view","andreamah","2024-04-26T23:05:35Z","2024-04-26T23:52:09Z","2024-04-26T23:33:59Z","2024-04-26T23:33:59Z"
"microsoft/vscode",211498,"cli: fix tunnels not working on Windows","connor4312","2024-04-26T23:22:14Z","2024-04-26T23:38:38Z","2024-04-26T23:34:24Z","2024-04-26T23:34:24Z"
"microsoft/vscode",211499,"cli: fix tunnels not working on Windows","connor4312","2024-04-26T23:22:36Z","2024-04-29T21:44:03Z","2024-04-29T21:41:38Z","2024-04-29T21:41:38Z"
"microsoft/vscode",211500,"cli: automatically remove servers that fail to start","connor4312","2024-04-26T23:36:54Z","2024-04-27T13:54:07Z","2024-04-27T00:11:19Z","2024-04-27T13:54:05Z"
"microsoft/vscode",211505,"Preserve original markdown string options when doing progressive render","roblourens","2024-04-27T01:26:24Z","2024-04-29T21:05:07Z","2024-04-29T16:23:56Z","2024-04-29T16:23:56Z"
"microsoft/vscode",211523,"Fix wrong directory for Custom Editor Labels","benibenj","2024-04-27T10:42:56Z","2024-04-28T11:31:06Z","2024-04-27T13:55:08Z","2024-04-28T11:31:05Z"
"microsoft/vscode",211524,"Fix wrong directory for Custom Editor Labels","benibenj","2024-04-27T10:47:14Z","2024-04-29T09:41:25Z","2024-04-29T09:41:24Z","2024-04-29T09:41:24Z"
"microsoft/vscode",211532,"shellIntegration.suggestEnabled -> suggest.enabled ","Tyriar","2024-04-27T15:07:01Z","2024-04-28T15:47:22Z","2024-04-28T14:12:04Z","2024-04-28T14:12:04Z"
"microsoft/vscode",211539,"Preserve original markdown string options when doing progressive render","roblourens","2024-04-27T18:40:54Z","2024-04-27T20:45:26Z","2024-04-27T20:45:11Z","2024-04-27T20:45:11Z"
"microsoft/vscode",211540,"Normalize progress icon sizes","roblourens","2024-04-27T18:46:33Z","2024-04-27T20:44:03Z","2024-04-27T20:43:51Z","2024-04-27T20:43:51Z"
"microsoft/vscode",211541,"Dont add empty lines for removed content when copying chat message","roblourens","2024-04-27T19:10:41Z","2024-04-27T20:43:07Z","2024-04-27T20:43:06Z","2024-04-27T20:43:06Z"
"microsoft/vscode",211571,"Allow configuring terminal quick suggestions and on trigger chars","Tyriar","2024-04-28T12:06:00Z","2024-04-29T09:34:21Z","2024-04-28T17:29:26Z","2024-04-28T23:33:23Z"
"microsoft/vscode",211572,"Move more terminal contrib code into terminalContrib","Tyriar","2024-04-28T12:29:42Z","2024-04-30T00:13:17Z","2024-04-30T00:13:16Z","2024-04-30T00:13:16Z"
"microsoft/vscode",211580,"Fix terminal suggest to work with namespace completions","Tyriar","2024-04-28T17:18:43Z","2024-04-28T17:37:20Z","2024-04-28T17:29:30Z","2024-04-28T17:29:30Z"
"microsoft/vscode",211591,"Track markdown rendering delays in parameter hints","DonJayamanne","2024-04-29T01:00:21Z","2024-04-29T23:07:54Z","2024-04-29T15:08:42Z","2024-04-29T22:56:28Z"
"microsoft/vscode",211593,"Fix some markdown `fillInIncompleteTokens` cases","roblourens","2024-04-29T01:52:01Z","2024-04-29T05:31:52Z","2024-04-29T05:31:51Z","2024-04-29T05:31:51Z"
"microsoft/vscode",211607,"window - always set button height to prevent flicker","bpasero","2024-04-29T05:25:06Z","2024-04-29T08:37:53Z","2024-04-29T08:37:38Z","2024-04-29T08:37:38Z"
"microsoft/vscode",211608,"Empty space behind activity bar (fix #209535)","bpasero","2024-04-29T05:30:39Z","2024-04-29T08:40:04Z","2024-04-29T08:39:49Z","2024-04-29T08:39:49Z"
"microsoft/vscode",211611,"Recently opened: diff editors are not properly excluded when closed (fix #157395)","bpasero","2024-04-29T05:59:58Z","2024-04-29T08:37:21Z","2024-04-29T08:37:20Z","2024-04-29T08:37:20Z"
"microsoft/vscode",211614,"Add git-rebase-todo to COMMON_FILES_FILTER in WorkspacesHistoryMainService","wenfangdu","2024-04-29T07:12:28Z","2024-04-29T09:35:02Z","2024-04-29T07:19:22Z","2024-04-29T07:19:22Z"
"microsoft/vscode",211617,"Pressing F6 on Windows doesnt navigate to the secondary side bar (fix #171229)","bpasero","2024-04-29T07:45:33Z","2024-04-29T08:49:33Z","2024-04-29T08:17:50Z","2024-04-29T08:17:50Z"
"microsoft/vscode",211620,"sqlite - block `flush` when closed (fix #211270)","bpasero","2024-04-29T08:15:06Z","2024-04-29T09:39:26Z","2024-04-29T08:36:25Z","2024-04-29T08:36:25Z"
"microsoft/vscode",211624,"Activity bar does not support `contrastActiveBorder` (fix #167005)","bpasero","2024-04-29T09:14:54Z","2024-04-29T09:33:29Z","2024-04-29T09:33:28Z","2024-04-29T09:33:28Z"
"microsoft/vscode",211625,"Context menu grouping is broken","alexr00","2024-04-29T09:23:55Z","2024-04-29T12:51:50Z","2024-04-29T12:51:49Z","2024-04-29T12:51:49Z"
